,PMID,title,abstract,year,keyw,affiliation,lang,journal,country,authors,pub_type,keywords,decades,ventennio
169,20258852,"['Haemorrhagic', 'septicaemia']",,1947,ANIMALSdiseases SEPTICEMIAin animals,[],['eng'],['The Veterinary record'],['England'],"[['SMITH', 'D F G']]",['Journal Article'],"['ANIMALSdiseases', 'SEPTICEMIAin', 'animals']",40s,30-50s
170,20254211,"['The', 'treatment', 'pyelitis', 'cystitis']",,1947,BLADDERinflammation PYELITIStherapy,[],['eng'],['The Practitioner'],['England'],"[['ROSENHEIM', 'M L']]",['Journal Article'],"['BLADDERinflammation', 'PYELITIStherapy']",40s,30-50s
171,20343923,"['Effect', 'penicillin', 'transient', 'bacteremia', 'following', 'dental', 'extraction']",,1947,TEETHextraction,[],['eng'],['The American journal of medicine'],['United States'],"[['GLASER', 'R J'], ['DANKNER', 'A']]",['Journal Article'],['TEETHextraction'],40s,30-50s
172,20262806,"['Immediate', 'fatal', 'septicemia', 'tooth', 'extraction']",,1947,SEPTICEMIA TEETHextraction,[],['eng'],['Journal of oral surgery'],['United States'],"[['EWING', 'W T']]",['Journal Article'],"['SEPTICEMIA', 'TEETHextraction']",40s,30-50s
173,20260950,"['Estrone', 'clearance', 'test', 'infectious', 'hepatitis']",,1947,ABSCESSperiduodenal ESTROGENS LIVERdiseases,[],['eng'],['The Journal of clinical endocrinology and metabolism'],['United States'],"[['ZONDEK', 'B'], ['BLACK', 'R']]",['Journal Article'],"['ABSCESSperiduodenal', 'ESTROGENS', 'LIVERdiseases']",40s,30-50s
174,20254591,"['Pathogenesis', 'uveitis']",,1947,UVEAinflammation,[],['eng'],"['Eye, ear, nose & throat monthly']",['United States'],"[['GRIFFEY', 'E W']]",['Journal Article'],['UVEAinflammation'],40s,30-50s
175,20249348,"['A', 'note', 'management', 'tuberculous', 'empyema']",,1947,EMPYEMAtuberculous,[],['eng'],['Tubercle'],['Scotland'],"[['COELLO', 'A J']]",['Journal Article'],['EMPYEMAtuberculous'],40s,30-50s
176,20248192,"['Sepsis', 'newborn']",,1947,SEPSIS,[],['eng'],['Bulletin - Fulton County Medical Society'],['United States'],"[['PATTERSON', 'J H']]",['Journal Article'],['SEPSIS'],40s,30-50s
177,20252288,"['Treatment', 'Pulmonary', 'abscess', 'cavities', 'help', 'Lobectomy']",,1947,LUNGSabscess,[],['ger'],['Schweizerische medizinische Wochenschrift'],['Switzerland'],"[['BRUNNER', 'A']]",['Journal Article'],['LUNGSabscess'],40s,30-50s
178,20257702,"['Cholecystitis', 'treatment']",,1947,BLADDERinflammation VAGINAinflammation,[],['spa'],['Gaceta medica de occidente'],['El Salvador'],"[['UNGO', 'J']]",['Journal Article'],"['BLADDERinflammation', 'VAGINAinflammation']",40s,30-50s
179,20252740,"['Empyema', 'thoracis', 'infants', 'children']",,1947,EMPYEMAin infants and children,[],['eng'],['Archives of disease in childhood'],['England'],"[['CHAPLIN', 'A E']]",['Journal Article'],"['EMPYEMAin', 'infants', 'and', 'children']",40s,30-50s
180,20244748,"['Treatment', 'interstitial', 'cystitis']",,1947,BLADDERinflammation,[],['eng'],['California medicine'],['United States'],"[['BARNES', 'R W']]",['Journal Article'],['BLADDERinflammation'],40s,30-50s
181,20245082,"['The', 'acute', 'gastric', 'wall', 'phlegmon']",,1947,STOMACHabscess,[],['ger'],['Schweizerische medizinische Wochenschrift'],['Switzerland'],"[['FORSTER', 'E']]",['Journal Article'],['STOMACHabscess'],40s,30-50s
182,20241205,"['Penicillin', 'chest', 'conditions', 'report', 'case', 'pneumonia', 'empyema', 'lung', 'abscess', 'infant', 'aged', 'month']",,1947,EMPYEMAin infants and children LUNGSabscess PENICILLINtherapy PNEUMONIAin children,[],['eng'],['The Medical journal of Australia'],['Australia'],"[['CAMMACK', 'W F J']]",['Journal Article'],"['EMPYEMAin', 'infants', 'and', 'children', 'LUNGSabscess', 'PENICILLINtherapy', 'PNEUMONIAin', 'children']",40s,30-50s
183,20295037,"['Early', 'localization', 'use', 'pantopaque', 'acute', 'epidural', 'spinal', 'abscess']",,1947,SPINEabscess,[],['eng'],['New York state journal of medicine'],['United States'],"[['KAPLAN', 'A'], ['LAUTKIN', 'A']]",['Journal Article'],['SPINEabscess'],40s,30-50s
184,20262947,"['Contribution', 'study', 'abscesses', 'pancreas']",,1947,PANCREASabscess,[],['fre'],"[""Archives des maladies de l'appareil digestif et des maladies de la nutrition""]",['France'],"[['RADVAN', 'I']]",['Journal Article'],['PANCREASabscess'],40s,30-50s
185,20242924,"['Brodies', 'abscess', 'radius']",,1947,BONESabscess RADIUSabscess,[],['eng'],['Manitoba medical review'],['Canada'],"[['GARDNER', 'W A']]",['Journal Article'],"['BONESabscess', 'RADIUSabscess']",40s,30-50s
186,20239861,"['Use', 'papain', 'cultivation', 'bacteria', 'blood']",,1947,BACTEREMIA BACTERIAcultures PAPAIN,[],['eng'],['American journal of clinical pathology'],['England'],"[['DREYFUSS', 'F']]",['Journal Article'],"['BACTEREMIA', 'BACTERIAcultures', 'PAPAIN']",40s,30-50s
187,18921886,"['The', 'problem', 'pain', 'cases', 'abscess', 'feces']",,1947,MOUTHabscess MOUTHcancer,[],['por'],['Odontologo'],['Brazil'],"[['DE PAULA AZZI', 'F']]",['Journal Article'],"['MOUTHabscess', 'MOUTHcancer']",40s,30-50s
188,18920200,"['Meningoradicular', 'epidural', 'abscess', 'syndrome']",,1947,NERVESroots SPINEabscess,[],['ita'],['Minerva medica'],['Italy'],"[['SANTI', 'M']]",['Journal Article'],"['NERVESroots', 'SPINEabscess']",40s,30-50s
189,20343493,"['Trichlorethylene', 'midwifery']",,1947,ANESTHESIAtrichlorothyl BREASTabscess MIDWIVES,[],['eng'],['British medical journal'],['England'],"[['CALVERT', 'W']]",['Journal Article'],"['ANESTHESIAtrichlorothyl', 'BREASTabscess', 'MIDWIVES']",40s,30-50s
190,20341050,"['A', 'possible', 'cause', 'multiple', 'abscesses', 'brain']",,1947,CEREBRALabscess,[],['fre'],['Revue neurologique'],['France'],"[['CAIRNS', 'H']]",['Journal Article'],['CEREBRALabscess'],40s,30-50s
191,20264150,"['Sepsis', 'newborn', 'polymorphic', 'exudative', 'erythema', 'skin', 'manifestations']",,1947,SEPTICEMIAcomplications and sequelae SEPTICEMIAin infants,[],['ita'],['Il Lattante'],['Italy'],"[['SANTYAN Y VELASCO', 'S']]",['Journal Article'],"['SEPTICEMIAcomplications', 'and', 'sequelae', 'SEPTICEMIAin', 'infants']",40s,30-50s
192,20263348,"['Deep', 'lumbar', 'abscess', 'infrequent', 'origin']",,1947,SPINEabscess,[],['ita'],['La Diagnosi; rivista mensile di medicina pratica'],['Italy'],"[['RODINO', 'D']]",['Journal Article'],['SPINEabscess'],40s,30-50s
193,20244830,"['The', 'surgical', 'treatment', 'tuberculous', 'empyema']",,1947,EMPYEMAtuberculous,[],['eng'],['Irish journal of medical science'],['Ireland'],"[['THOMAS', 'C P']]",['Journal Article'],['EMPYEMAtuberculous'],40s,30-50s
194,20240210,"['Renal', 'osteitis', 'fibròsa', 'superimposed', 'senile', 'osteoporosis', 'report', 'case', 'parathyroid', 'hyperplasia', 'ureteritis', 'cystica']",,1947,BONESdiseases DWARFISMrenal OSTEITISfibrosa PARATHYROIDhyper URETERSinflammation,[],['eng'],['The Journal of bone and joint surgery. American volume'],['United States'],"[['COTTRELL', 'G W']]",['Journal Article'],"['BONESdiseases', 'DWARFISMrenal', 'OSTEITISfibrosa', 'PARATHYROIDhyper', 'URETERSinflammation']",40s,30-50s
195,20289073,"['Streptomycin', 'therapy', 'bacteremia']",,1947,BACTEREMIA,[],['eng'],['American journal of surgery'],['United States'],"[['PULASKI', 'E J'], ['AMSPACHER', 'W H']]",['Journal Article'],['BACTEREMIA'],40s,30-50s
196,20288591,"['Involvement', 'orbit', 'chronic', 'inflammation', 'frontal', 'sinus']",,1947,FRONTAL SINUSdiseases ORBITdiseases,[],['eng'],['American journal of ophthalmology'],['United States'],"[['BENFORD', 'M C'], ['BRUNNER', 'H']]",['Journal Article'],"['FRONTAL', 'SINUSdiseases', 'ORBITdiseases']",40s,30-50s
197,20262210,"['Cerebral', 'abscess', 'operated', 'treated', 'penicillin']",,1947,BRAINabscess PENICILLINtherapy,[],['fre'],['Lille chirurgical'],['France'],[],['Journal Article'],"['BRAINabscess', 'PENICILLINtherapy']",40s,30-50s
198,18863491,"['The', 'incidence', 'tubercle', 'bacilli', 'Cairo', 'market', 'milk']",,1947,MENINGITISsinusal SINUS PARANASALempyema TONGUEstruma,[],['eng'],['The British veterinary journal'],['England'],"[['ROUSHDY', 'AHMED']]",['Journal Article'],"['MENINGITISsinusal', 'SINUS', 'PARANASALempyema', 'TONGUEstruma']",40s,30-50s
199,20281881,"['Multiple', 'pyogenic', 'abscesses', 'liver', 'cure', 'penicillin', 'case', 'anaerobic', 'streptococci']",,1947,LIVERabscess STREPTOCOCCIinfections,[],['eng'],['Journal of the American Medical Association'],['United States'],"[['MICHEL', 'M L'], ['WIRTH', 'W R']]",['Journal Article'],"['LIVERabscess', 'STREPTOCOCCIinfections']",40s,30-50s
200,20293416,"['Functional', 'results', 'purulent', 'Inflammation', 'joints', 'children']",,1947,JOINTSdiseasesin infants and children,[],['ger'],['Wiener klinische Wochenschrift'],['Austria'],"[['SCHAFFER', 'W']]",['Journal Article'],"['JOINTSdiseasesin', 'infants', 'and', 'children']",40s,30-50s
201,20287186,"['Subacute', 'bacterial', 'endocarditis', 'brain', 'abscess']",,1947,BRAINabscess ENDOCARDITIScomplications and sequelae,[],['eng'],['Marquette medical review'],['United States'],"[['HIRSCHBOECK', 'J S'], ['GUJU', 'J G']]",['Journal Article'],"['BRAINabscess', 'ENDOCARDITIScomplications', 'and', 'sequelae']",40s,30-50s
202,20287245,"['Perisinus', 'abscess', 'complicating', 'acute', 'mastoiditis']",,1947,MASTOIDITIScomplications and sequelae,[],['eng'],['Memphis medical journal'],['United States'],"[['TURLEY', 'J C']]",['Journal Article'],"['MASTOIDITIScomplications', 'and', 'sequelae']",40s,30-50s
203,20285119,"['Ludwigs', 'angina', 'overwhelming', 'widespread', 'sepsis', 'report', 'case']",,1947,ANGINA LUDWIGS,[],['eng'],['Journal of oral surgery'],['United States'],"[['MILLER', 'C R']]",['Journal Article'],"['ANGINA', 'LUDWIGS']",40s,30-50s
204,20266924,"['Surgical', 'treatment', 'tumors', 'chronic', 'inflammation', 'lung']",,1947,LUNGinflammations surgical treatment LUNGtumors surgical treatment,[],['eng'],['Advances in internal medicine'],['United States'],"[['STRIEDER', 'J W']]",['Journal Article'],"['LUNGinflammations', 'surgical', 'treatment', 'LUNGtumors', 'surgical', 'treatment']",40s,30-50s
205,20258503,"['A', 'case', 'puerperal', 'septicaemia', 'Fusiformis', 'necrophorus']",,1947,ACTINOMYCES NECROPHORUS PUERPERAL INFECTIONetiology and pathogenesis,[],['eng'],['Monthly bulletin of the Ministry of Health and the Public Health Laboratory Service'],['England'],"[['COOPER', 'T V']]",['Journal Article'],"['ACTINOMYCES', 'NECROPHORUS', 'PUERPERAL', 'INFECTIONetiology', 'and', 'pathogenesis']",40s,30-50s
206,20252476,"['Protein', 'water', 'contents', 'blood', 'serum', 'patients', 'suffering', 'diseases', 'chest', 'pleural', 'empyema', 'pulmonary', 'abscess']",,1947,BLOODproteins THORAXdiseases,[],['und'],"[""Gospital'noe delo""]",['Russia Federation'],"[['KRIMER', 'D I']]",['Journal Article'],"['BLOODproteins', 'THORAXdiseases']",40s,30-50s
207,20244670,"['Phlegmons', 'floor', 'mouth', 'Ludwigs', 'angina']",,1947,ANGINALudwigs MOUTHphlegmon,[],['por'],"['Boletim do Sanatorio Sao Lucas. Sao Paulo, Brazil (City) Sanatorio Sao Lucas']",['Brazil'],"[['DE LIMA', 'P']]",['Journal Article'],"['ANGINALudwigs', 'MOUTHphlegmon']",40s,30-50s
208,20244635,"['Contribution', 'study', 'bacteremia', 'heart', 'disease']",,1947,BACTEREMIA ENDOCARDITISinfection,[],['spa'],['Archivos medicos mexicanos'],['Mexico'],"[['MORAYTA', 'M']]",['Journal Article'],"['BACTEREMIA', 'ENDOCARDITISinfection']",40s,30-50s
209,20239358,"['Concato', 'syndrome']",,1947,PLEURISY SEROSITIS,[],['spa'],['Prensa medica argentina'],['Argentina'],"[['ROMANO', 'N']]",['Journal Article'],"['PLEURISY', 'SEROSITIS']",40s,30-50s
210,20239317,['Polyserositis'],,1947,SEROSITIS,[],['spa'],['Prensa medica argentina'],['Argentina'],"[['PALACIO', 'J']]",['Journal Article'],['SEROSITIS'],40s,30-50s
211,18920592,"['Pathomorphological', 'modification', 'small', 'vascular', 'sections', 'toxicosis', 'children', 'experimental', 'toxicosis']",,1947,BLOOD VESSELSpathology TOXEMIAin infants and children,[],['und'],['Pediatriia'],['Russia Federation'],"[['KHOKHOL', 'E N']]",['Journal Article'],"['BLOOD', 'VESSELSpathology', 'TOXEMIAin', 'infants', 'and', 'children']",40s,30-50s
212,18911767,"['A', 'case', 'brain', 'abscess', 'acute', 'otitis', 'media']",,1947,BRAINabscess OTITISmedia,[],['fre'],['Acta oto-rhino-laryngologica Belgica'],['Belgium'],"[['HOEKSTRA', 'K A']]",['Journal Article'],"['BRAINabscess', 'OTITISmedia']",40s,30-50s
213,18857401,"['Conjunctivitis', 'causes', 'pathology']",,1947,CONJUNCTIVAinflammation etiology,[],['und'],['Polski tygodnik lekarski'],['Poland'],"[['NOYSZEWSKA', 'K']]",['Journal Article'],"['CONJUNCTIVAinflammation', 'etiology']",40s,30-50s
214,18856668,"['Surgical', 'treatment', 'inflammation', 'female', 'genital', 'organs']",,1947,GENITALSinflammation surgery,[],['und'],['Akusherstvo i ginekologiia'],['Russia Federation'],"[['TUGER', 'I M']]",['Journal Article'],"['GENITALSinflammation', 'surgery']",40s,30-50s
215,18123002,"['Treatment', 'calcium', 'arteritis', 'parathyroidectomy']",,1947,ARTERIESinflammation,[],['fre'],"['Proces-verbaux, exposes et discussions [du] congres de la Societe internationale de chirurgie. International Society of Surgery']",['Belgium'],"[['JUNG', 'A']]",['Journal Article'],['ARTERIESinflammation'],40s,30-50s
216,20340379,"['Pulmonary', 'abscess', 'diabetes', 'gravis']",,1946,DIABETES MELLITUScomplications and sequelae LUNGSabscess,[],['ger'],['Schweizerische medizinische Wochenschrift'],['Switzerland'],"[['HADORN', 'W']]",['Journal Article'],"['DIABETES', 'MELLITUScomplications', 'and', 'sequelae', 'LUNGSabscess']",40s,30-50s
217,20287293,"['Toxaemia', 'pregnancy', 'observations', 'prognosis', 'maternal', 'foetal', 'preeclampsia', 'eclampsia', 'period', 'years', 'general', 'practice']",,1946,ECLAMPSIA PREGNANCYtoxemias,[],['eng'],['Postgraduate medical journal'],['England'],"[['JACKSON', 'L N']]",['Journal Article'],"['ECLAMPSIA', 'PREGNANCYtoxemias']",40s,30-50s
218,20284454,"['Subdural', 'empyema', 'frontal', 'sinus', 'origin']",,1946,EMPYEMAsubdural FRONTAL SINUSdiseases,[],['eng'],"['The Annals of otology, rhinology, and laryngology']",['United States'],"[['SCHULTZ', 'E C']]",['Journal Article'],"['EMPYEMAsubdural', 'FRONTAL', 'SINUSdiseases']",40s,30-50s
219,20280778,"['An', 'infected', 'dentigerous', 'cyst', 'cause', 'oral', 'sepsis']",,1946,INFECTIONfocal JAWScysts SEPTICEMIAetiology and pathogenesis TEETHdevelopment,[],['eng'],['The Dental record'],['England'],"[['LAKNER', 'L']]",['Journal Article'],"['INFECTIONfocal', 'JAWScysts', 'SEPTICEMIAetiology', 'and', 'pathogenesis', 'TEETHdevelopment']",40s,30-50s
220,20279167,"['Orbital', 'cellulitis', 'followed', 'total', 'blindness']",,1946,BLINDNESSetiology and pathogenesis ORBITcellulitis,[],['eng'],['American journal of ophthalmology'],['United States'],"[['DONAHUE', 'H C']]",['Journal Article'],"['BLINDNESSetiology', 'and', 'pathogenesis', 'ORBITcellulitis']",40s,30-50s
221,20273985,"['Pyogenic', 'osteomyelitis', 'spine']",,1946,PYEMIA SPINEosteomyelitis,[],['eng'],['British medical journal'],['England'],"[['MARTIN', 'P']]",['Journal Article'],"['PYEMIA', 'SPINEosteomyelitis']",40s,30-50s
222,20275074,"['Thigh', 'abscess', 'misleading', 'signs', 'treated', 'penicillin', 'sulphadiazine']",,1946,ABSCESSthigh THIGHdiseases,[],['eng'],['Nursing mirror and midwives journal'],['England'],"[['BROUGHAL', 'G']]",['Journal Article'],"['ABSCESSthigh', 'THIGHdiseases']",40s,30-50s
223,20343298,"['A', 'case', 'opticochiasmatic', 'arachnolditis']",,1946,ARACHNOIDinflammation OPTIC CHIASM,[],['fre'],['Medecine et hygiene'],['Switzerland'],"[['VOGELSANGER', 'W']]",['Journal Article'],"['ARACHNOIDinflammation', 'OPTIC', 'CHIASM']",40s,30-50s
224,20275855,"['Significance', 'deep', 'epidural', 'abscesses', 'pathogenesis', 'otogenic', 'abscesses', 'brain']",,1946,BRAINabscess OTOSCLEROSIStherapy,[],['eng'],['Archives of otolaryngology'],['United States'],"[['ALTMANN', 'F'], ['KARATAY', 'S']]",['Journal Article'],"['BRAINabscess', 'OTOSCLEROSIStherapy']",40s,30-50s
225,20274130,"['Right', 'subphrenic', 'abscess', 'perforation', 'lower', 'lobe', 'lung']",,1946,ABSCESSsubphrenic,[],['eng'],"['Journal of the Mount Sinai Hospital, New York']",['United States'],"[['AUFSES', 'A H']]",['Journal Article'],['ABSCESSsubphrenic'],40s,30-50s
226,19871582,"['THE', 'PRESSURE', 'AND', 'INTERSTITIAL', 'RESISTANCE', 'PREVAILING', 'IN', 'THE', 'NORMAL', 'AND', 'EDEMATOUS', 'SKIN', 'OF', 'ANIMALS', 'AND', 'MAN']","Means have been described for the study of pressure conditions in normal and pathological skin of living human beings and mice. The true pressure in normal skin cannot be measured directly by any of the means hitherto described, because there is insufficient free fluid to make manometric determinations. However, for practical purposes, the intracutaneous pressure has been approximately estimated by introducing into skin exceedingly small amounts of a relatively unabsorbable fluid, a mixture of Locke's solution and a vital dye, and then finding the least pressure required to overcome the resistance of the skin to the passage of this fluid through it at the lowest rate measurable with accuracy by the apparatus at hand. In the present paper measurements of this pressure have been termed the interstitial resistance. In normal skin the interstitial pressure, as estimated by measurements of the interstitial resistance, is low, slightly less, on the average, than 1.7 cm. of water in the skin of the mouse, and less than 3.1 cm. of water in human skin. It remains unchanged in states of active hyperemia. In edematous skin the interstitial pressure can be directly measured by determination of the edema fluid pressure. It has been compared with determinations of the interstitial resistance and found to be only 0.5 cm. of water lower in both the mouse and man. Under the conditions of our experiments, in skin rendered slowly edematous by the introduction of irritant chemicals or their topical application, little rise in pressure took place. On the other hand, in rapidly forming edema of the skin the edema fluid pressure and the intradermal interstitial resistance rose and became great enough to hinder materially the further escape of fluid from the blood vessels. The edema fluid pressure rose in proportion to the rapidity with which the edema formed. When a rapidly formed edema subsided, the edema fluid pressure and interstitial resistance fell, but if inflammation and induration followed later, the interstitial resistance became high again. As these conditions subsided the interstitial resistance fell, at times to normal levels, even in the presence of edema. In mouse skin injured by squeezing according to a standard procedure, with result in pronounced edema, the intradermal interstitial resistance rose within a few hours to levels of 10 to 15 cm. of water. In those instances in which the injury progressed to induration, the interstitial resistance rose to such high levels that it seemed impossible that fluid could continue to escape from the capillaries. Such a state of affairs may be of great importance in determining whether necrosis follows trauma.",1946,EDEMApathology SKINinterstitial pressure TISSUEinterstitial pressure,['Laboratories of The Rockefeller Institute for Medical Research.'],['eng'],['The Journal of experimental medicine'],['United States'],"[['McMaster', 'P D']]",['Journal Article'],"['EDEMApathology', 'SKINinterstitial', 'pressure', 'TISSUEinterstitial', 'pressure']",40s,30-50s
227,20288491,"['Radiation', 'therapy', 'acute', 'chronic', 'nonspecific', 'inflammation']",,1946,INFLAMMATIONtherapy,[],['ger'],['Wiener klinische Wochenschrift'],['Austria'],"[['STECH', 'H']]",['Journal Article'],['INFLAMMATIONtherapy'],40s,30-50s
228,20997521,"['Diagnosis', 'liver', 'abscess', 'means', 'thorotrast', 'hepatosplenography']",,1946,LIVERabscess LIVERroentgenography,[],['eng'],['Texas state journal of medicine'],['United States'],"[['REEVES', 'R J'], ['YOUNGSTROM', 'K A']]",['Journal Article'],"['LIVERabscess', 'LIVERroentgenography']",40s,30-50s
229,20283357,"['Coecal', 'fistula', 'appendicular', 'abscess', 'failure', 'extraperitoneal', 'suture', 'right', 'hemicolectomy', 'healing']",,1946,APPENDIXabscess FISTULAintestinal INTESTINESsurgery,[],['fre'],['Lyon chirurgical'],['France'],"[['WERTHEIMER', 'P'], ['GAUTIER', 'R']]",['Journal Article'],"['APPENDIXabscess', 'FISTULAintestinal', 'INTESTINESsurgery']",40s,30-50s
230,20246927,"['Otogenic', 'brain', 'abscesses']",,1946,BRAINabscess,[],['spa'],['Medicina y cirugia de guerra'],['Spain'],"[['HINOJAR ESCUDERO', 'G']]",['Journal Article'],['BRAINabscess'],40s,30-50s
231,20246290,"['Clinical', 'therapeutic', 'considerations', 'acute', 'pleural', 'pneumococcal', 'empyemas']",,1946,EMPYEMA PNEUMOCOCCIinfections,[],['spa'],"['Archivos uruguayos de medicina, cirugia y especialidades']",['Uruguay'],"[['DUBOURDIEU', 'J'], ['GARCIA FONTES', 'W'], ['MATTEO', 'N']]",['Journal Article'],"['EMPYEMA', 'PNEUMOCOCCIinfections']",40s,30-50s
232,21065045,"['Bilateral', 'iritis', 'sarcoidosis']",,1946,IRISinflammation SARCOIDOSIScomplications and sequelae,[],['eng'],['American journal of ophthalmology'],['United States'],"[['BARNES', 'C K']]",['Journal Article'],"['IRISinflammation', 'SARCOIDOSIScomplications', 'and', 'sequelae']",40s,30-50s
233,20999814,"['Malnutrition', 'chronic', 'sepsis']",,1946,NUTRITIONdiseases SEPTICEMIAetiology and pathogenesis,[],['eng'],['Journal of the Royal Army Medical Corps'],['England'],"[['MANIFOLD', 'J A']]",['Journal Article'],"['NUTRITIONdiseases', 'SEPTICEMIAetiology', 'and', 'pathogenesis']",40s,30-50s
234,20999777,"['The', 'treatment', 'toxaemia', 'pregnancy']",,1946,PREGNANCYtoxemia,[],['eng'],['The New Zealand medical journal'],['New Zealand'],"[['PLUNKETT', 'T R']]",['Journal Article'],['PREGNANCYtoxemia'],40s,30-50s
235,20995810,"['Antral', 'gastritis', 'spasm', 'clinical', 'surgical', 'significance']",,1946,STOMACHinflammation STOMACHspasm,[],['eng'],['Annals of surgery'],['United States'],"[['RENNIE', 'J W R']]",['Journal Article'],"['STOMACHinflammation', 'STOMACHspasm']",40s,30-50s
236,20993039,"['Lung', 'abscess', 'right', 'lower', 'lobe', 'broncholiths', 'ulceration', 'right', 'left', 'bronchi']",,1946,BRONCHIcalculi LUNGSabscess,[],['eng'],['The New England journal of medicine'],['United States'],"[['GRAHAM', 'J'], ['SMITH', 'W D']]",['Journal Article'],"['BRONCHIcalculi', 'LUNGSabscess']",40s,30-50s
237,20246408,"['Bankruptcy', 'nonsurgical', 'treatments', 'lung', 'abscesses']",,1946,LUNGSabscess,[],['fre'],['Bulletins et memoires de la Societe medicale des hopitaux de Paris'],['France'],"[['EVEN', 'R'], ['LECOEUR', 'J'], ['SORS', 'C']]",['Journal Article'],['LUNGSabscess'],40s,30-50s
238,20994154,"['Gas', 'gangrene', 'bacteremia', 'carbohydrogenic', 'toxemia']",,1946,BACTEREMIAetiology and pathogenesis GANGRENEgas TOXEMIAcarbohydrogenic,[],['eng'],['The Journal of the International College of Surgeons'],['United States'],"[['PRIBRAM', 'B O C']]",['Journal Article'],"['BACTEREMIAetiology', 'and', 'pathogenesis', 'GANGRENEgas', 'TOXEMIAcarbohydrogenic']",40s,30-50s
239,20991975,"['Chronic', 'leptomeningitis', 'ependymitis', 'caused', 'Ustilago', 'probably', 'U', 'zeae', 'corn', 'smut']",,1946,EPENDYMITIS MENINGITISetiology and pathogenesis MENINGOENCEPHALITIS USTILAGO,[],['eng'],['The American journal of pathology'],['United States'],"[['MOORE', 'M'], ['RUSSELL', 'W O'], ['SACHS', 'E']]",['Journal Article'],"['EPENDYMITIS', 'MENINGITISetiology', 'and', 'pathogenesis', 'MENINGOENCEPHALITIS', 'USTILAGO']",40s,30-50s
240,20291411,"['About', 'polyserites']",,1946,SEROSITIS,[],['fre'],['Helvetica medica acta'],['Switzerland'],"[['ALPHONSE', 'P'], ['WACKER', 'T']]",['Journal Article'],['SEROSITIS'],40s,30-50s
241,20246463,"['On', 'case', 'central', 'ovary', 'abscess']",,1946,OVARYabscess,[],['fre'],['Journal de medecine de Bordeaux et du Sud-Ouest'],['France'],"[['CHARRIER', 'H']]",['Journal Article'],['OVARYabscess'],40s,30-50s
242,20246243,"['Surgical', 'importance', 'eosinophilic', 'inflammation', 'appendicitis', 'lymphadenitis', 'eosinophilic', 'epididymitis']",,1946,APPENDICITIStherapy EOSINOPHILS EPIDIDYMITISetiology and pathogenesis INFLAMMATION LYMPH NODESdiseases,[],['spa'],['Actualidad medica'],['Spain'],"[['BECKER', 'F']]",['Journal Article'],"['APPENDICITIStherapy', 'EOSINOPHILS', 'EPIDIDYMITISetiology', 'and', 'pathogenesis', 'INFLAMMATION', 'LYMPH', 'NODESdiseases']",40s,30-50s
243,20993107,"['Etiology', 'pathogenesis', 'food', 'poisoning']",,1946,FOODpoisoning TOXEMIAalimentary,[],['fre'],['La Presse medicale'],['France'],"[['NEVOT', 'A']]",['Journal Article'],"['FOODpoisoning', 'TOXEMIAalimentary']",40s,30-50s
244,20985094,"['Pyuria', 'radiography']",,1946,SEPTICEMIA URINARY TRACTroentgenography,[],['fre'],"[""L'union medicale du Canada""]",['Canada'],"[['LAROCHE', 'A G']]",['Journal Article'],"['SEPTICEMIA', 'URINARY', 'TRACTroentgenography']",40s,30-50s
245,20988910,"['Prophylactic', 'curative', 'value', 'penicillin', 'empyema', 'following', 'pulmonary', 'exeresis', 'study', 'cases']",,1946,EMPYEMAtherapy LUNGSsurgery,[],['spa'],['Prensa medica argentina'],['Argentina'],"[['LANGER', 'L'], ['NACLERIO', 'E'], ['TRICERRI', 'F E']]",['Journal Article'],"['EMPYEMAtherapy', 'LUNGSsurgery']",40s,30-50s
246,21064794,"['PENICILLIN', 'use', 'treatment', 'mastitis']",,1946,UDDERinflammation,[],['eng'],['The Veterinary record'],['England'],[],['Journal Article'],['UDDERinflammation'],40s,30-50s
247,20984955,"['Nongonococcal', 'urethritis', 'Australian', 'troops', 'stationed', 'Borneo']",,1946,URETHRAinflammation,[],['eng'],['The Medical journal of Australia'],['Australia'],"[['WILLIAMS', 'S']]",['Journal Article'],['URETHRAinflammation'],40s,30-50s
248,21026098,"['Patellar', 'olecranon', 'bursitis', 'report', 'improved', 'operative', 'procedure']",,1946,BURSAinflammation,[],['eng'],['Military surgeon'],['United States'],"[['BRECK', 'L W'], ['HIGINBOTHAM', 'N L']]",['Journal Article'],['BURSAinflammation'],40s,30-50s
249,20986100,"['Latent', 'subphrenic', 'abscess']",,1946,ABSCESSsubphrenic,[],['eng'],"['Journal of the Mount Sinai Hospital, New York']",['United States'],"[['LEWENSTEIN', 'H J']]",['Journal Article'],['ABSCESSsubphrenic'],40s,30-50s
250,20985845,"['Systemic', 'infection', 'Torula', 'histolytica', 'Cryptococcus', 'hominis', 'report', 'cases', 'review', 'literature']",,1946,CRYPTOCOCCOSIS TORULOSIS,[],['eng'],"['Archives of internal medicine (Chicago, Ill. : 1908)']",['United States'],"[['VOYLES', 'G Q'], ['BECK', 'E M']]",['Journal Article'],"['CRYPTOCOCCOSIS', 'TORULOSIS']",40s,30-50s
